rideid,startpoint,endpoint,starttime,endtime,vehicleid,subscriptionid,startlockid,endlockid
240,"(51.2058,4.41837)","(51.1722,4.35627)",2019-09-22 08:27:03.000000,2019-09-22 08:48:01.000000,5541,78051,186,7267
241,"(51.2281,4.41173)","(51.2083,4.44595)",2019-09-22 08:04:32.000000,2019-09-22 08:21:36.000000,4173,59251,2795,4849
242,"(51.2064,4.4583)","(51.2047,4.39625)",2019-09-22 08:26:56.000000,2019-09-22 08:43:48.000000,3455,28308,4810,110
243,"(51.2088,4.38734)","(51.2033,4.3889)",2019-09-22 08:38:21.000000,2019-09-22 08:40:48.000000,1475,6189,2015,3440
244,"(51.1755,4.33861)","(51.2033,4.3889)",2019-09-22 08:45:59.000000,2019-09-22 09:09:48.000000,916,22073,7281,3451
245,"(51.2211,4.39678)","(51.2182,4.40617)",2019-09-22 08:51:12.000000,2019-09-22 08:54:52.000000,3444,31428,2621,2474
246,"(51.2171,4.39924)","(51.1951,4.41752)",2019-09-22 08:44:58.000000,2019-09-22 08:55:49.000000,1572,66723,2440,1653
247,"(51.1933,4.43703)","(51.1998,4.43047)",2019-09-22 08:56:39.000000,2019-09-22 08:59:28.000000,5388,26803,5160,1274
248,"(51.2078,4.46528)","(51.2288,4.47866)",2019-09-22 08:14:25.000000,2019-09-22 08:23:36.000000,1698,32181,4783,4378
249,"(51.2088,4.38734)","(51.2191,4.3949)",2019-09-22 08:29:07.000000,2019-09-22 08:32:58.000000,256,56138,2002,2585
250,"(51.2008,4.39421)","(51.2191,4.3949)",2019-09-22 08:08:07.000000,2019-09-22 08:15:41.000000,2762,66508,1731,2559
251,"(51.2032,4.42845)","(51.2333,4.40311)",2019-09-22 08:53:09.000000,2019-09-22 09:05:34.000000,1172,59549,1845,4099
252,"(51.1692,4.36344)","(51.1832,4.36413)",2019-09-22 08:45:05.000000,2019-09-22 08:50:00.000000,1296,52760,6826,5926
253,"(51.1975,4.4596)","(51.2179,4.41777)",2019-09-22 08:52:32.000000,2019-09-22 09:10:54.000000,1557,13296,5047,984
254,"(51.2164,4.40598)","(51.2198,4.45487)",2019-09-22 08:47:06.000000,2019-09-22 09:01:06.000000,2759,47696,2402,4494
255,"(51.2179,4.41777)","(51.2269,4.40543)",2019-09-22 08:14:14.000000,2019-09-22 08:18:52.000000,1903,10105,973,2912
256,"(51.2077,4.39846)","(51.1999,4.41879)",2019-09-22 08:47:55.000000,2019-09-22 08:57:47.000000,3907,74467,1962,1717
257,"(51.2333,4.40311)","(51.1754,4.41894)",2019-09-22 08:42:19.000000,2019-09-22 09:05:43.000000,3739,23472,4118,7187
258,"(51.2281,4.41173)","(51.1968,4.39632)",2019-09-22 08:02:32.000000,2019-09-22 08:14:33.000000,3427,5204,2817,740
259,"(51.1847,4.3425)","(51.2036,4.42548)",2019-09-22 08:04:55.000000,2019-09-22 08:30:30.000000,948,14385,6790,6574
260,"(51.2224,4.43004)","(51.2088,4.40834)",2019-09-22 08:30:38.000000,2019-09-22 08:40:42.000000,4071,4651,768,2044
261,"(51.2333,4.40311)","(51.2259,4.40086)",2019-09-22 08:34:58.000000,2019-09-22 08:37:07.000000,876,49710,4122,2838
262,"(51.2292,4.46783)","(51.2008,4.39808)",2019-09-22 08:45:07.000000,2019-09-22 09:17:57.000000,631,9817,4367,1151
263,"(51.1748,4.34418)","(51.2055,4.39933)",2019-09-22 08:09:23.000000,2019-09-22 08:30:04.000000,5257,13390,6783,3404
264,"(51.2069,4.43013)","(51.2103,4.39686)",2019-09-22 08:16:42.000000,2019-09-22 08:30:36.000000,970,57970,1208,913
265,"(51.2333,4.40311)","(51.2023,4.41208)",2019-09-22 08:14:12.000000,2019-09-22 08:23:06.000000,1093,5444,4110,1822
266,"(51.2134,4.41328)","(51.228,4.40221)",2019-09-22 08:06:49.000000,2019-09-22 08:12:09.000000,763,60506,1459,2890
267,"(51.1653,4.3939)","(51.2261,4.42638)",2019-09-22 08:25:39.000000,2019-09-22 08:47:12.000000,3962,7914,5704,6557
268,"(51.1755,4.33861)","(51.1817,4.35806)",2019-09-22 08:31:57.000000,2019-09-22 08:38:01.000000,336,27115,7291,6932
270,"(51.2134,4.45347)","(51.2123,4.40364)",2019-09-22 08:14:26.000000,2019-09-22 08:28:55.000000,1881,59346,4671,3138
272,"(51.2201,4.38179)","(51.2058,4.39879)",2019-09-22 09:00:00.000000,2019-09-22 09:06:10.000000,637,,506,1442
273,"(51.2201,4.38179)","(51.2058,4.39879)",2019-09-22 09:00:00.000000,2019-09-22 09:07:07.000000,1508,,507,1443
274,"(51.2201,4.38179)","(51.2058,4.39879)",2019-09-22 09:00:00.000000,2019-09-22 09:09:04.000000,1096,,508,1444
276,"(51.2201,4.38179)","(51.2058,4.39879)",2019-09-22 09:00:00.000000,2019-09-22 09:06:12.000000,1310,,510,1446
277,"(51.2201,4.38179)","(51.2058,4.39879)",2019-09-22 09:00:00.000000,2019-09-22 09:10:09.000000,4169,,511,1447
278,"(51.24,4.43371)","(51.2023,4.41208)",2019-09-22 09:40:41.000000,2019-09-22 09:59:17.000000,1889,32465,6532,1825
279,"(51.2291,4.42473)","(51.1777,4.35008)",2019-09-22 09:54:13.000000,2019-09-22 10:22:27.000000,725,63998,2971,5959
280,"(51.2297,4.40572)","(51.1926,4.42151)",2019-09-22 09:41:38.000000,2019-09-22 09:54:28.000000,628,52116,591,1589
281,"(51.2402,4.40843)","(51.2134,4.41328)",2019-09-22 09:10:32.000000,2019-09-22 09:21:55.000000,1951,50749,6465,1459
282,"(51.2064,4.4583)","(51.2237,4.47563)",2019-09-22 09:37:36.000000,2019-09-22 09:48:06.000000,1362,29859,4825,4588
284,"(51.2221,4.43375)","(51.2314,4.40357)",2019-09-22 09:34:59.000000,2019-09-22 09:46:27.000000,2650,39377,2676,556
285,"(51.2078,4.46528)","(51.2251,4.41206)",2019-09-22 09:45:10.000000,2019-09-22 10:00:12.000000,3695,46463,4780,2745
286,"(51.1722,4.35627)","(51.2104,4.38767)",2019-09-22 09:30:04.000000,2019-09-22 09:50:23.000000,3724,6967,7269,91
287,"(51.2125,4.40924)","(51.2183,4.41409)",2019-09-22 09:19:16.000000,2019-09-22 09:21:18.000000,1796,77038,703,2487
289,"(51.2259,4.40086)","(51.2191,4.3949)",2019-09-22 09:36:02.000000,2019-09-22 09:38:27.000000,1141,17524,2829,2590
290,"(51.2062,4.38336)","(51.2123,4.40364)",2019-09-22 09:11:08.000000,2019-09-22 09:20:10.000000,5327,18385,7530,3164
291,"(51.2186,4.43056)","(51.2262,4.40961)",2019-09-22 09:13:26.000000,2019-09-22 09:21:22.000000,343,18119,2528,2855
292,"(51.2179,4.41777)","(51.2119,4.39894)",2019-09-22 09:54:22.000000,2019-09-22 10:00:09.000000,4078,58223,976,2193
293,"(51.2512,4.4373)","(51.2019,4.39835)",2019-09-22 09:06:59.000000,2019-09-22 09:26:51.000000,1031,73081,3754,3357
294,"(51.2305,4.40769)","(51.2036,4.42548)",2019-09-22 09:49:22.000000,2019-09-22 10:01:09.000000,5310,55115,4171,6573
295,"(51.2095,4.45816)","(51.2036,4.42548)",2019-09-22 09:52:50.000000,2019-09-22 10:04:41.000000,1816,8050,4746,6600
296,"(51.1938,4.40228)","(51.211,4.39035)",2019-09-22 09:27:38.000000,2019-09-22 09:33:45.000000,700,5494,3182,2133
297,"(51.2254,4.4184)","(51.2216,4.40268)",2019-09-22 09:20:34.000000,2019-09-22 09:25:08.000000,5729,32412,2789,2631
298,"(51.2311,4.41267)","(51.2314,4.40357)",2019-09-22 09:05:12.000000,2019-09-22 09:08:10.000000,301,57434,560,542
299,"(51.2201,4.43269)","(51.2099,4.42248)",2019-09-22 09:28:17.000000,2019-09-22 09:33:24.000000,5338,12755,3116,212
300,"(51.2171,4.39924)","(51.2211,4.39678)",2019-09-22 09:46:18.000000,2019-09-22 09:48:04.000000,5576,31278,2435,2618
301,"(51.2201,4.43269)","(51.2179,4.41777)",2019-09-22 09:53:15.000000,2019-09-22 09:57:20.000000,2713,63535,3122,988
302,"(51.2261,4.42638)","(51.1817,4.37203)",2019-09-22 09:40:03.000000,2019-09-22 10:03:04.000000,3508,27556,6559,5887
303,"(51.2564,4.44715)","(51.2272,4.42228)",2019-09-22 09:07:43.000000,2019-09-22 09:20:47.000000,485,31814,3684,1537
304,"(51.2155,4.42551)","(51.2206,4.38648)",2019-09-22 09:31:11.000000,2019-09-22 09:44:00.000000,3669,61517,1059,378
305,"(51.1721,4.33814)","(51.2189,4.4012)",2019-09-22 09:50:07.000000,2019-09-22 10:18:15.000000,265,38430,6670,1501
307,"(51.2119,4.39894)","(51.248,4.43302)",2019-09-22 09:12:02.000000,2019-09-22 09:30:13.000000,2622,62979,2179,3854
308,"(51.2165,4.39375)","(51.1913,4.4436)",2019-09-22 09:42:47.000000,2019-09-22 10:04:53.000000,5341,76675,1480,6611
309,"(51.2088,4.38734)","(51.2305,4.40769)",2019-09-22 09:42:20.000000,2019-09-22 09:52:36.000000,1194,21298,2010,4190
310,"(51.2281,4.41173)","(51.2262,4.40961)",2019-09-22 09:18:04.000000,2019-09-22 09:18:59.000000,3837,7598,2791,2862
311,"(51.1968,4.40579)","(51.1638,4.35336)",2019-09-22 09:51:13.000000,2019-09-22 10:11:53.000000,81,29267,671,7421
312,"(51.1885,4.39095)","(51.2055,4.39933)",2019-09-22 09:57:25.000000,2019-09-22 10:05:42.000000,342,54766,6186,3414
313,"(51.2187,4.40066)","(51.2536,4.4232)",2019-09-22 09:04:40.000000,2019-09-22 09:18:09.000000,340,8632,81,3513
314,"(51.1886,4.42959)","(51.2032,4.42845)",2019-09-22 09:27:36.000000,2019-09-22 09:32:31.000000,3464,53380,5221,1839
315,"(51.2352,4.38685)","(51.2088,4.38734)",2019-09-22 09:24:38.000000,2019-09-22 09:35:44.000000,929,55008,448,1999
316,"(51.2314,4.40357)","(51.2055,4.39933)",2019-09-22 09:05:53.000000,2019-09-22 09:14:33.000000,3415,31223,529,3389
317,"(51.2036,4.42548)","(51.2354,4.4271)",2019-09-22 09:54:40.000000,2019-09-22 10:03:16.000000,5477,10844,6572,4218
318,"(51.2553,4.43578)","(51.2254,4.4184)",2019-09-22 09:10:02.000000,2019-09-22 09:24:43.000000,1740,43679,3740,2789
319,"(51.226,4.42343)","(51.2318,4.42699)",2019-09-22 09:09:59.000000,2019-09-22 09:12:35.000000,1484,22801,1096,3081
320,"(51.1888,4.45039)","(51.2148,4.39632)",2019-09-22 09:52:27.000000,2019-09-22 10:11:39.000000,744,76121,6407,2353
322,"(51.2318,4.42699)","(51.2158,4.40314)",2019-09-22 09:32:45.000000,2019-09-22 09:40:58.000000,3817,70271,3070,2377
323,"(51.2512,4.4373)","(51.2141,4.39792)",2019-09-22 09:02:28.000000,2019-09-22 09:19:12.000000,1618,53963,3752,822
324,"(51.1721,4.33814)","(51.2216,4.4005)",2019-09-22 09:50:31.000000,2019-09-22 10:16:32.000000,1240,36287,6659,630
325,"(51.1938,4.40228)","(51.2241,4.43214)",2019-09-22 09:58:35.000000,2019-09-22 10:10:34.000000,692,26664,3199,248
326,"(51.2228,4.42426)","(51.2243,4.39907)",2019-09-22 09:49:48.000000,2019-09-22 09:59:14.000000,1524,24157,2710,2723
327,"(51.183,4.43873)","(51.2165,4.39375)",2019-09-22 09:09:13.000000,2019-09-22 09:31:25.000000,4066,64138,5279,1490
328,"(51.2192,4.46007)","(51.228,4.41899)",2019-09-22 09:22:21.000000,2019-09-22 09:39:52.000000,1998,60620,4509,800
329,"(51.2148,4.39251)","(51.2229,4.40622)",2019-09-22 09:40:39.000000,2019-09-22 09:46:44.000000,3971,18240,2370,1130
330,"(51.1767,4.38241)","(51.1689,4.37632)",2019-09-22 09:10:46.000000,2019-09-22 09:13:29.000000,942,114,5779,7399
331,"(51.2221,4.40467)","(51.2055,4.39933)",2019-09-22 09:45:48.000000,2019-09-22 09:51:07.000000,5513,10575,2684,3390
332,"(51.2431,4.44735)","(51.2103,4.39686)",2019-09-22 09:12:23.000000,2019-09-22 09:31:44.000000,683,1905,4015,901
333,"(51.2155,4.42551)","(51.2184,4.38558)",2019-09-22 09:06:24.000000,2019-09-22 09:22:01.000000,4053,72659,1050,321
334,"(51.2431,4.44735)","(51.1931,4.408)",2019-09-22 09:11:59.000000,2019-09-22 09:37:55.000000,3999,2290,4050,1615
335,"(51.1908,4.38101)","(51.2047,4.38766)",2019-09-22 09:16:22.000000,2019-09-22 09:22:40.000000,1138,67842,6144,1920
336,"(51.2034,4.39221)","(51.1971,4.4103)",2019-09-22 09:02:45.000000,2019-09-22 09:09:13.000000,3923,30384,1861,1659
337,"(51.179,4.39048)","(51.179,4.39048)",2019-09-22 09:30:02.000000,2019-09-22 09:30:02.000000,608,,6426,6426
338,"(51.2142,4.4162)","(51.1938,4.40228)",2019-09-22 09:11:31.000000,2019-09-22 09:18:16.000000,348,28567,2328,3179
339,"(51.2215,4.40869)","(51.2221,4.40467)",2019-09-22 09:48:33.000000,2019-09-22 09:49:53.000000,1340,38561,1382,2687
340,"(51.2019,4.39835)","(51.2119,4.39894)",2019-09-22 09:04:23.000000,2019-09-22 09:08:40.000000,5316,32940,3373,2189
341,"(51.1692,4.36344)","(51.2023,4.41208)",2019-09-22 09:10:56.000000,2019-09-22 09:34:53.000000,1694,45848,6819,1835
342,"(51.1985,4.39071)","(51.2163,4.43352)",2019-09-22 09:49:13.000000,2019-09-22 10:02:19.000000,501,3257,1707,1293
343,"(51.2033,4.3889)","(51.2054,4.41352)",2019-09-22 09:32:14.000000,2019-09-22 09:39:10.000000,573,8869,3444,1417
344,"(51.2228,4.42426)","(51.2222,4.46118)",2019-09-22 09:10:25.000000,2019-09-22 09:23:11.000000,5413,59088,2717,4458
345,"(51.2163,4.43352)","(51.2155,4.42551)",2019-09-22 09:34:35.000000,2019-09-22 09:37:02.000000,1812,52609,1282,1072
346,"(51.2281,4.40573)","(51.2288,4.47866)",2019-09-22 09:15:33.000000,2019-09-22 09:40:46.000000,2610,65940,2944,4393
348,"(51.1836,4.39404)","(51.2243,4.39907)",2019-09-22 09:05:47.000000,2019-09-22 09:17:06.000000,22,32115,5645,2725
349,"(51.2216,4.40268)","(51.2276,4.43921)",2019-09-22 09:56:16.000000,2019-09-22 10:06:37.000000,1377,16239,2630,267
350,"(51.2272,4.42228)","(51.226,4.42343)",2019-09-22 09:30:06.000000,2019-09-22 09:30:42.000000,1807,43120,1532,1093
351,"(51.1755,4.33861)","(51.2141,4.39792)",2019-09-22 09:46:17.000000,2019-09-22 10:12:52.000000,465,5277,7273,819
352,"(51.2062,4.38336)","(51.2171,4.40888)",2019-09-22 09:24:07.000000,2019-09-22 09:36:06.000000,3984,36077,7508,2413
353,"(51.2062,4.38336)","(51.2134,4.43392)",2019-09-22 09:47:22.000000,2019-09-22 10:06:05.000000,3780,78181,7513,2295
354,"(51.2038,4.42077)","(51.2036,4.41518)",2019-09-22 09:53:48.000000,2019-09-22 09:55:39.000000,1116,15625,1389,838
355,"(51.2259,4.40086)","(51.2311,4.41267)",2019-09-22 09:45:12.000000,2019-09-22 09:48:54.000000,2577,69397,2828,562
356,"(51.2512,4.4373)","(51.2171,4.40888)",2019-09-22 09:17:51.000000,2019-09-22 09:29:53.000000,5380,68113,3761,2415
357,"(51.2333,4.40311)","(51.2282,4.41337)",2019-09-22 09:30:45.000000,2019-09-22 09:35:04.000000,3391,74913,4092,659
358,"(51.2228,4.42426)","(51.1885,4.3727)",2019-09-22 09:36:44.000000,2019-09-22 09:54:28.000000,5707,39980,2718,6129
359,"(51.2237,4.40297)","(51.2431,4.44735)",2019-09-22 09:57:50.000000,2019-09-22 10:19:02.000000,5441,67658,687,4021
360,"(51.1722,4.35627)","(51.2269,4.40543)",2019-09-22 09:49:30.000000,2019-09-22 10:21:21.000000,5672,19503,7270,2918
361,"(51.2184,4.38558)","(51.2269,4.40543)",2019-09-22 09:40:21.000000,2019-09-22 09:46:09.000000,1573,29803,316,2921
362,"(51.2134,4.41328)","(51.191,4.37669)",2019-09-22 09:43:46.000000,2019-09-22 09:56:07.000000,300,58737,1473,6210
363,"(51.2219,4.41289)","(51.2045,4.40477)",2019-09-22 09:54:25.000000,2019-09-22 09:59:59.000000,5611,17692,1528,1893
364,"(51.2183,4.41409)","(51.2182,4.40617)",2019-09-22 09:48:03.000000,2019-09-22 09:50:08.000000,3555,41200,2506,2481
365,"(51.2123,4.40364)","(51.1728,4.40521)",2019-09-22 09:49:59.000000,2019-09-22 10:01:45.000000,1778,3117,3137,7468
366,"(51.1885,4.39095)","(51.2318,4.42699)",2019-09-22 09:35:13.000000,2019-09-22 09:58:54.000000,1084,7758,6190,3064
367,"(51.2261,4.42638)","(51.2011,4.43401)",2019-09-22 09:54:22.000000,2019-09-22 10:04:39.000000,1556,40697,6548,855
368,"(51.1817,4.35806)","(51.2054,4.41352)",2019-09-22 09:26:59.000000,2019-09-22 09:49:21.000000,79,15883,6943,1419
370,"(51.2282,4.41337)","(51.2135,4.40496)",2019-09-22 09:52:18.000000,2019-09-22 09:57:12.000000,5409,50402,652,2254
371,"(51.2047,4.38766)","(51.2294,4.41127)",2019-09-22 09:59:27.000000,2019-09-22 10:11:50.000000,494,26581,1911,2994
373,"(51.228,4.40221)","(51.2148,4.39632)",2019-09-22 09:54:39.000000,2019-09-22 10:00:46.000000,5548,8962,2884,2358
375,"(51.2314,4.40357)","(51.2448,4.41434)",2019-09-22 09:29:15.000000,2019-09-22 09:34:26.000000,1654,57858,532,3578
376,"(51.1955,4.44223)","(51.2082,4.42433)",2019-09-22 09:11:29.000000,2019-09-22 09:17:55.000000,927,17497,5111,1982
377,"(51.2216,4.40268)","(51.2313,4.421)",2019-09-22 09:10:36.000000,2019-09-22 09:17:18.000000,5355,50709,2640,3250
378,"(51.1682,4.39444)","(51.2219,4.41289)",2019-09-22 09:32:42.000000,2019-09-22 09:49:39.000000,2634,78170,5738,1514
379,"(51.2213,4.47948)","(51.2082,4.42433)",2019-09-22 09:24:02.000000,2019-09-22 09:44:23.000000,98,57107,4605,1992
380,"(51.2134,4.43392)","(51.2062,4.38336)",2019-09-22 09:24:22.000000,2019-09-22 09:45:25.000000,893,32321,2281,7527
381,"(51.2224,4.43004)","(51.2247,4.43659)",2019-09-22 09:47:55.000000,2019-09-22 09:50:27.000000,3633,34777,772,2769
382,"(51.2609,4.42039)","(51.228,4.41899)",2019-09-22 09:28:23.000000,2019-09-22 09:37:27.000000,696,31660,3457,801
383,"(51.213,4.42176)","(51.1886,4.42959)",2019-09-22 09:23:39.000000,2019-09-22 09:34:12.000000,299,59946,2220,5224
385,"(51.1968,4.39632)","(51.1941,4.39304)",2019-09-22 09:36:19.000000,2019-09-22 09:37:59.000000,3677,54481,754,6242
386,"(51.1683,4.40557)","(51.2008,4.39421)",2019-09-22 09:44:40.000000,2019-09-22 09:56:17.000000,1014,11644,7396,1740
387,"(51.2036,4.42548)","(51.2247,4.43659)",2019-09-22 09:44:41.000000,2019-09-22 09:51:40.000000,4035,49717,6596,2771
389,"(51.2174,4.42002)","(51.2112,4.43396)",2019-09-22 09:52:51.000000,2019-09-22 09:57:13.000000,1231,39847,1353,1304
390,"(51.1885,4.3727)","(51.2134,4.41328)",2019-09-22 09:35:37.000000,2019-09-22 09:50:40.000000,5340,22611,6108,1471
391,"(51.1875,4.36355)","(51.1773,4.35972)",2019-09-22 09:54:17.000000,2019-09-22 09:59:03.000000,2692,42876,7095,6005
392,"(51.2219,4.41289)","(51.1762,4.3677)",2019-09-22 09:33:48.000000,2019-09-22 10:03:14.000000,859,848,1521,6069
393,"(51.2036,4.42548)","(51.1893,4.43561)",2019-09-22 09:26:11.000000,2019-09-22 09:32:52.000000,5532,35870,6602,5241
395,"(51.2155,4.42551)","(51.2088,4.40834)",2019-09-22 09:27:39.000000,2019-09-22 09:35:20.000000,4139,58554,1080,2046
396,"(51.2536,4.4232)","(51.2216,4.40268)",2019-09-22 09:42:45.000000,2019-09-22 09:56:49.000000,4174,75799,3502,2640
397,"(51.1836,4.39404)","(51.1931,4.408)",2019-09-22 09:27:22.000000,2019-09-22 09:35:06.000000,412,27925,5669,1609
399,"(51.2016,4.42358)","(51.2186,4.43056)",2019-09-22 09:27:44.000000,2019-09-22 09:32:41.000000,994,17062,1026,2523
400,"(51.2512,4.4373)","(51.2216,4.4005)",2019-09-22 09:38:30.000000,2019-09-22 09:52:26.000000,1405,61922,3747,618
401,"(51.2318,4.42699)","(51.2171,4.40888)",2019-09-22 09:30:52.000000,2019-09-22 09:37:56.000000,1373,53119,3063,2421
402,"(51.2299,4.43167)","(51.2333,4.40311)",2019-09-22 09:50:31.000000,2019-09-22 09:59:23.000000,1690,35155,3104,4121
403,"(51.2036,4.41518)","(51.2177,4.42062)",2019-09-22 09:14:17.000000,2019-09-22 09:19:49.000000,2742,35632,834,2461
404,"(51.2187,4.40066)","(51.2354,4.4271)",2019-09-22 09:08:26.000000,2019-09-22 09:20:57.000000,3831,17810,80,4207
406,"(51.2261,4.42638)","(51.2174,4.42002)",2019-09-22 09:22:08.000000,2019-09-22 09:25:58.000000,612,12998,6565,1356
407,"(51.1744,4.40334)","(51.2148,4.39632)",2019-09-22 09:49:32.000000,2019-09-22 10:04:29.000000,1844,23384,5625,2346
408,"(51.2228,4.42426)","(51.2221,4.41835)",2019-09-22 09:50:19.000000,2019-09-22 09:51:57.000000,1652,48120,2715,2607
409,"(51.2247,4.43659)","(51.2422,4.44252)",2019-09-22 09:20:44.000000,2019-09-22 09:26:23.000000,3633,38431,2769,3995
410,"(51.1938,4.40228)","(51.2033,4.3889)",2019-09-22 09:24:25.000000,2019-09-22 09:28:56.000000,348,58080,3179,3450
411,"(51.2177,4.42062)","(51.2431,4.44735)",2019-09-22 09:49:47.000000,2019-09-22 10:04:23.000000,895,23198,2454,4050
412,"(51.1825,4.3854)","(51.2191,4.3949)",2019-09-22 09:48:35.000000,2019-09-22 09:59:21.000000,2773,73808,5798,2589
413,"(51.1913,4.4436)","(51.2153,4.41198)",2019-09-22 09:44:32.000000,2019-09-22 09:58:41.000000,97,27007,6607,2319
415,"(51.2078,4.39439)","(51.2273,4.4307)",2019-09-22 09:36:36.000000,2019-09-22 09:55:00.000000,4193,41426,1965,1559
417,"(51.1975,4.4596)","(51.2292,4.46783)",2019-09-22 09:17:14.000000,2019-09-22 09:26:19.000000,1790,55143,5074,4364
418,"(51.1817,4.35806)","(51.2148,4.39251)",2019-09-22 09:11:49.000000,2019-09-22 09:30:49.000000,1706,2246,6935,2361
419,"(51.2201,4.38179)","(51.1999,4.41879)",2019-09-22 09:52:18.000000,2019-09-22 10:05:31.000000,3674,12456,522,1720
420,"(51.1886,4.42959)","(51.2103,4.39686)",2019-09-22 09:52:15.000000,2019-09-22 10:06:10.000000,1241,15245,5210,905
422,"(51.1926,4.42151)","(51.2201,4.43269)",2019-09-22 09:17:03.000000,2019-09-22 09:27:50.000000,3678,61971,1598,3116
423,"(51.2182,4.41238)","(51.2217,4.42071)",2019-09-22 09:58:34.000000,2019-09-22 10:01:03.000000,1378,37321,43,2651
424,"(51.2221,4.41835)","(51.1887,4.3977)",2019-09-22 09:34:45.000000,2019-09-22 09:49:22.000000,5337,43497,2605,6349
426,"(51.2047,4.38766)","(51.1705,4.39471)",2019-09-22 09:58:15.000000,2019-09-22 10:11:41.000000,3911,55548,1915,5576
427,"(51.2229,4.40622)","(51.2254,4.4184)",2019-09-22 09:28:24.000000,2019-09-22 09:32:17.000000,742,46463,1105,2780
428,"(51.2431,4.44735)","(51.2088,4.38734)",2019-09-22 09:50:36.000000,2019-09-22 10:15:06.000000,3851,70506,4038,2002
429,"(51.2187,4.40066)","(51.2008,4.39808)",2019-09-22 09:06:05.000000,2019-09-22 09:12:44.000000,779,20503,74,1150
430,"(51.2536,4.46369)","(51.2186,4.43056)",2019-09-22 09:04:07.000000,2019-09-22 09:21:04.000000,1660,49028,3640,2532
431,"(51.1886,4.42959)","(51.2229,4.40622)",2019-09-22 09:43:42.000000,2019-09-22 09:57:34.000000,2728,45924,5217,1123
432,"(51.1875,4.36355)","(51.1875,4.36355)",2019-09-22 09:21:50.000000,2019-09-22 09:21:50.000000,1809,,7082,7082
433,"(51.2243,4.39907)","(51.2243,4.39907)",2019-09-22 09:13:08.000000,2019-09-22 09:13:08.000000,1555,,2722,2722
434,"(51.2088,4.38734)","(51.2173,4.42017)",2019-09-22 09:56:27.000000,2019-09-22 10:05:58.000000,4118,7273,2034,3215
435,"(51.2291,4.42473)","(51.2155,4.42551)",2019-09-22 09:49:33.000000,2019-09-22 09:53:30.000000,834,17439,2972,1053
438,"(51.216,4.43997)","(51.2145,4.44373)",2019-09-22 09:50:40.000000,2019-09-22 09:52:16.000000,5679,19265,1334,3042
439,"(51.213,4.42176)","(51.2298,4.45141)",2019-09-22 09:09:35.000000,2019-09-22 09:24:33.000000,103,38729,2225,4262
440,"(51.206,4.39297)","(51.2262,4.40961)",2019-09-22 09:38:41.000000,2019-09-22 09:47:09.000000,1347,55068,726,2851
441,"(51.2221,4.40467)","(51.2038,4.44423)",2019-09-22 09:13:41.000000,2019-09-22 09:26:33.000000,5536,58875,2700,4927
442,"(51.2237,4.40297)","(51.2333,4.40311)",2019-09-22 09:13:27.000000,2019-09-22 09:16:06.000000,281,52007,688,4100
444,"(51.2282,4.41337)","(51.2282,4.41337)",2019-09-22 09:09:27.000000,2019-09-22 09:09:27.000000,66,,658,658
447,"(51.1943,4.37909)","(51.2078,4.39439)",2019-09-22 10:00:00.000000,2019-09-22 10:06:41.000000,1348,,6211,1963
448,"(51.1943,4.37909)","(51.2078,4.39439)",2019-09-22 10:00:00.000000,2019-09-22 10:09:24.000000,394,,6212,1964
451,"(51.1943,4.37909)","(51.2078,4.39439)",2019-09-22 10:00:00.000000,2019-09-22 10:06:01.000000,1949,,6215,1967
