vehicleid,serialnumber,bikelotid,lastmaintenanceon,lockid,position
365,365000,1,2020-04-30 09:54:39.000000,,"(51.2179,4.41777)"
366,366000,1,2019-12-08 06:05:30.000000,,"(51.2187,4.40066)"
367,367000,1,2020-06-12 20:13:31.000000,,"(51.2182,4.41238)"
368,368000,1,2020-01-01 14:26:59.000000,,"(51.2177,4.42075)"
369,369000,1,2019-09-24 11:49:34.000000,240,"(51.2241,4.43214)"
370,370000,1,2019-09-22 00:26:45.000000,,"(51.2276,4.43921)"
371,371000,1,2019-11-26 07:24:48.000000,,"(51.2058,4.41837)"
372,372000,1,2020-07-12 20:11:25.000000,,"(51.228,4.41899)"
373,373000,1,2019-10-18 00:15:29.000000,2182,"(51.2119,4.39894)"
374,374000,1,2019-09-30 17:11:29.000000,2634,"(51.2216,4.40268)"
375,375000,1,2021-03-24 01:41:59.000000,,"(51.2276,4.43921)"
376,376000,1,2020-01-07 14:51:25.000000,2989,"(51.2294,4.41127)"
377,377000,1,2021-10-21 06:39:21.000000,,"(51.2058,4.41837)"
378,378000,1,2019-12-08 00:08:34.000000,,"(51.1994,4.39013)"
379,379000,1,2023-09-12 16:54:55.000000,1278,"(51.1998,4.43047)"
380,380000,1,2019-09-23 03:34:41.000000,,"(51.2047,4.38766)"
381,381000,1,2019-10-27 12:20:39.000000,2486,"(51.2183,4.41409)"
382,382000,1,2020-01-13 08:49:46.000000,,"(51.2125,4.40924)"
383,383000,1,2022-02-20 05:29:18.000000,,"(51.1984,4.4022)"
384,384000,1,2019-11-21 02:37:22.000000,,"(51.2216,4.4005)"
385,385000,1,2021-03-18 07:45:44.000000,,"(51.2299,4.43167)"
386,386000,1,2020-04-07 16:32:56.000000,,"(51.2101,4.41739)"
387,387000,1,2021-11-27 17:48:07.000000,,"(51.2281,4.409)"
388,388000,1,2020-07-16 04:31:44.000000,,"(51.2311,4.41267)"
389,389000,1,2020-01-12 05:47:43.000000,,"(51.2082,4.42433)"
390,390000,1,2023-09-12 21:11:36.000000,6029,"(51.1773,4.35972)"
391,391000,1,2021-10-29 05:02:22.000000,,"(51.1994,4.39013)"
392,392000,1,2019-09-21 09:40:40.000000,4550,"(51.2205,4.4692)"
393,393000,1,2021-10-12 01:03:15.000000,,"(51.206,4.39297)"
394,394000,1,2020-01-28 19:50:37.000000,,"(51.2099,4.42248)"
395,395000,1,2019-12-13 16:23:11.000000,,"(51.1984,4.4022)"
396,396000,1,2023-09-15 10:02:27.000000,6534,"(51.24,4.43371)"
397,397000,1,2019-10-04 12:20:55.000000,,"(51.2018,4.40607)"
398,398000,1,2019-10-22 05:53:40.000000,,"(51.2216,4.4005)"
399,399000,1,2023-09-11 13:26:47.000000,6606,"(51.2036,4.42548)"
400,400000,1,2019-11-20 19:24:06.000000,2687,"(51.2221,4.40467)"
401,401000,1,2023-09-09 17:51:07.000000,3888,"(51.2467,4.44015)"
402,402000,1,2020-02-12 18:09:50.000000,,"(51.219,4.40405)"
403,403000,1,2021-02-05 02:33:27.000000,,"(51.228,4.41899)"
404,404000,1,2019-10-04 14:54:50.000000,,"(51.2237,4.40297)"
405,405000,1,2019-12-09 12:27:25.000000,,"(51.2189,4.4012)"
406,406000,1,2023-09-15 15:28:17.000000,2250,"(51.213,4.42176)"
407,407000,1,2019-10-08 20:53:37.000000,,"(51.2311,4.41267)"
408,408000,2,2020-02-03 02:17:46.000000,,"(51.2058,4.41837)"
409,409000,2,2019-10-31 03:09:59.000000,,"(51.2103,4.39686)"
410,410000,2,2019-11-30 06:51:52.000000,,"(51.2047,4.39625)"
411,411000,2,2019-12-02 09:07:57.000000,,"(51.1968,4.40579)"
412,412000,2,2020-08-09 09:02:03.000000,,"(51.2259,4.40086)"
413,413000,2,2019-10-01 08:12:55.000000,,"(51.2077,4.39846)"
414,414000,2,2022-05-19 17:19:02.000000,,"(51.1931,4.408)"
415,415000,2,2020-01-23 10:43:50.000000,,"(51.2099,4.39098)"
416,416000,2,2019-11-19 20:47:05.000000,,"(51.2221,4.43375)"
417,417000,2,2019-10-31 09:09:10.000000,,"(51.2088,4.40834)"
418,418000,2,2019-10-03 16:36:32.000000,,"(51.2171,4.39924)"
419,419000,2,2019-10-07 05:27:56.000000,,"(51.2299,4.43167)"
420,420000,2,2023-09-07 18:47:57.000000,3708,"(51.2564,4.44715)"
421,421000,2,2019-10-19 07:50:34.000000,,"(51.2221,4.41835)"
422,422000,2,2019-11-23 09:20:28.000000,,"(51.2195,4.41169)"
423,423000,2,2019-09-27 12:48:48.000000,,"(51.1994,4.39013)"
424,424000,2,2019-10-01 23:16:16.000000,262,"(51.2276,4.43921)"
425,425000,2,2020-03-20 02:11:42.000000,,"(51.2237,4.40297)"
426,426000,2,2020-03-25 16:45:33.000000,,"(51.2311,4.41267)"
427,427000,2,2020-01-30 00:29:37.000000,,"(51.2241,4.43214)"
428,428000,2,2019-12-25 10:10:19.000000,,"(51.2215,4.40869)"
429,429000,2,2021-07-23 00:05:07.000000,,"(51.219,4.40405)"
430,430000,2,2019-11-12 10:18:25.000000,,"(51.2036,4.41518)"
431,431000,2,2019-09-25 07:37:26.000000,,"(51.2177,4.42075)"
432,432000,2,2019-10-17 03:33:14.000000,1555,"(51.2273,4.4307)"
433,433000,2,2020-10-02 16:09:39.000000,,"(51.2123,4.39402)"
434,434000,2,2019-11-16 07:11:25.000000,,"(51.2058,4.39879)"
435,435000,2,2023-09-14 18:51:57.000000,1512,"(51.2189,4.4012)"
436,436000,2,2019-10-08 18:38:46.000000,,"(51.2034,4.39221)"
437,437000,2,2020-08-11 10:58:10.000000,,"(51.2305,4.40769)"
438,438000,2,2019-10-01 22:51:38.000000,,"(51.209,4.43266)"
439,439000,2,2020-07-05 14:11:42.000000,,"(51.2182,4.41238)"
440,440000,2,2022-05-21 23:19:45.000000,,"(51.2177,4.42075)"
441,441000,2,2020-02-23 20:58:32.000000,,"(51.2224,4.43004)"
442,442000,2,2023-09-05 09:39:28.000000,234,"(51.21,4.42741)"
443,443000,2,2020-11-26 04:57:10.000000,,"(51.2333,4.40311)"
444,444000,2,2019-12-07 11:21:43.000000,,"(51.2141,4.39792)"
445,445000,2,2019-11-12 04:54:51.000000,,"(51.2251,4.41206)"
446,446000,2,2019-10-14 17:23:37.000000,,"(51.2241,4.43214)"
447,447000,2,2023-09-15 17:47:11.000000,5525,"(51.1807,4.40899)"
448,448000,2,2020-07-28 06:20:24.000000,,"(51.206,4.39297)"
449,449000,2,2019-10-15 13:45:57.000000,,"(51.2219,4.41289)"
450,450000,2,2023-09-14 09:39:33.000000,1548,"(51.2272,4.42228)"
451,451000,2,2019-11-19 12:54:03.000000,,"(51.2174,4.42002)"
452,452000,2,2019-10-08 08:52:17.000000,,"(51.2104,4.38767)"
453,453000,2,2021-04-04 14:09:59.000000,,"(51.2125,4.40924)"
454,454000,2,2020-02-01 08:10:54.000000,,"(51.2281,4.409)"
455,455000,2,2019-10-28 21:33:15.000000,,"(51.2148,4.39251)"
456,456000,2,2020-07-23 10:26:36.000000,,"(51.228,4.40221)"
457,457000,2,2019-12-23 02:47:37.000000,,"(51.2092,4.40293)"
458,458000,2,2019-11-07 04:11:06.000000,,"(51.1994,4.39013)"
459,459000,2,2019-09-30 23:33:26.000000,,"(51.2224,4.43004)"
460,460000,2,2019-12-27 12:37:34.000000,,"(51.2241,4.43214)"
461,461000,2,2019-10-06 08:57:43.000000,,"(51.2078,4.39439)"
462,462000,2,2019-11-23 20:15:36.000000,,"(51.2243,4.39907)"
463,463000,2,2023-08-21 18:50:19.000000,6137,"(51.1885,4.3727)"
464,464000,2,2021-06-24 06:34:19.000000,,"(51.2179,4.41777)"
465,465000,2,2021-05-29 04:37:23.000000,,"(51.2281,4.409)"
466,466000,2,2019-11-01 16:33:09.000000,,"(51.2281,4.409)"
467,467000,2,2019-09-21 23:07:05.000000,,"(51.2023,4.41208)"
468,468000,2,2020-03-20 22:04:17.000000,,"(51.2038,4.42077)"
469,469000,2,2019-12-26 06:49:47.000000,,"(51.219,4.40405)"
470,470000,2,2019-12-26 16:32:55.000000,,"(51.2224,4.43004)"
471,471000,2,2021-12-02 18:17:03.000000,,"(51.2177,4.42075)"
472,472000,2,2020-08-26 21:16:13.000000,,"(51.2311,4.41267)"
473,473000,2,2019-10-22 02:34:03.000000,,"(51.209,4.43266)"
474,474000,2,2020-02-08 20:47:45.000000,,"(51.1968,4.39632)"
475,475000,2,2019-12-06 06:18:58.000000,,"(51.2174,4.42002)"
476,476000,2,2023-09-13 14:06:50.000000,7343,"(51.1675,4.38542)"
477,477000,2,2019-09-23 10:55:19.000000,,"(51.2177,4.42075)"
478,478000,2,2019-11-06 09:17:05.000000,,"(51.2023,4.41208)"
479,479000,2,2021-02-14 00:28:34.000000,,"(51.2155,4.42551)"
480,480000,2,2020-01-17 07:49:33.000000,,"(51.1968,4.40579)"
481,481000,2,2020-01-21 07:56:45.000000,,"(51.1994,4.39013)"
482,482000,2,2019-11-10 04:30:44.000000,,"(51.2187,4.40066)"
483,483000,2,2020-01-02 10:24:07.000000,,"(51.1994,4.39013)"
484,484000,2,2019-10-19 13:55:32.000000,2832,"(51.2259,4.40086)"
485,485000,2,2020-07-14 18:19:04.000000,,"(51.2123,4.40364)"
486,486000,2,2023-09-03 20:35:46.000000,4194,"(51.2305,4.40769)"
487,487000,2,2019-10-26 08:12:51.000000,,"(51.2186,4.43056)"
488,488000,2,2023-09-04 21:57:50.000000,1242,"(51.1979,4.42541)"
489,489000,2,2019-11-28 10:52:46.000000,,"(51.2008,4.39421)"
490,490000,2,2019-10-08 22:35:05.000000,,"(51.2241,4.43214)"
491,491000,2,2019-10-01 03:02:15.000000,,"(51.2195,4.41169)"
492,492000,2,2023-09-07 22:55:27.000000,3744,"(51.2553,4.43578)"
493,493000,2,2019-12-05 07:02:21.000000,,"(51.2243,4.39907)"
494,494000,2,2019-10-31 21:07:37.000000,,"(51.2221,4.41835)"
495,495000,2,2019-12-03 00:07:11.000000,,"(51.2047,4.39625)"
496,496000,2,2020-12-19 04:31:54.000000,,"(51.2281,4.41173)"
497,497000,2,2023-09-12 23:58:37.000000,1170,"(51.1969,4.42807)"
498,498000,2,2019-11-04 03:45:02.000000,,"(51.2179,4.41777)"
499,499000,2,2019-12-12 08:04:59.000000,,"(51.2103,4.39686)"
500,500000,2,2020-05-24 04:18:15.000000,,"(51.226,4.42343)"
501,501000,2,2021-03-23 01:02:19.000000,,"(51.2177,4.42075)"
502,502000,2,2019-10-25 13:52:56.000000,,"(51.2099,4.39098)"
503,503000,2,2020-08-11 10:58:29.000000,,"(51.2305,4.40769)"
504,504000,2,2020-01-15 01:36:22.000000,,"(51.213,4.42164)"
505,505000,2,2020-07-22 21:19:12.000000,,"(51.2148,4.39632)"
506,506000,2,2019-11-18 13:04:08.000000,,"(51.2174,4.42002)"
507,507000,2,2020-02-12 18:09:33.000000,,"(51.219,4.40405)"
508,508000,2,2020-02-01 06:30:21.000000,,"(51.2104,4.38767)"
509,509000,2,2023-09-08 20:14:45.000000,73,"(51.2187,4.40066)"
510,510000,2,2020-08-18 07:03:06.000000,,"(51.2259,4.40086)"
511,511000,2,2020-07-24 03:26:44.000000,,"(51.2273,4.4307)"
512,512000,2,2019-11-13 22:44:34.000000,,"(51.2078,4.39439)"
513,513000,2,2019-10-29 01:42:38.000000,,"(51.2088,4.40834)"
514,514000,2,2023-09-15 14:22:16.000000,1800,"(51.2012,4.40224)"
515,515000,2,2019-12-18 21:18:24.000000,,"(51.2224,4.43004)"
516,516000,2,2019-12-20 17:55:50.000000,,"(51.2179,4.41777)"
517,517000,2,2019-09-22 12:49:09.000000,,"(51.2018,4.40607)"
518,518000,2,2019-10-19 13:55:15.000000,,"(51.2259,4.40086)"
519,519000,2,2019-12-23 11:02:19.000000,,"(51.2099,4.39098)"
520,520000,2,2020-08-10 04:47:15.000000,4052,"(51.2333,4.41391)"
521,521000,2,2020-12-27 04:25:17.000000,,"(51.213,4.42176)"
522,522000,2,2020-02-01 18:18:14.000000,3205,"(51.2173,4.42017)"
523,523000,2,2023-09-07 15:53:42.000000,4445,"(51.2251,4.46613)"
524,524000,2,2019-09-21 11:42:04.000000,,"(51.219,4.40405)"
525,525000,2,2019-11-02 04:22:58.000000,,"(51.1994,4.39013)"
526,526000,2,2019-10-01 15:38:16.000000,,"(51.2047,4.39625)"
527,527000,2,2023-09-12 17:30:58.000000,5364,"(51.1851,4.43204)"
528,528000,2,2019-12-13 23:55:36.000000,,"(51.2033,4.3889)"
529,529000,2,2019-10-05 00:20:59.000000,,"(51.2182,4.41238)"
530,530000,2,2019-09-23 08:33:19.000000,,"(51.2165,4.39375)"
531,531000,2,2019-11-01 06:53:51.000000,,"(51.226,4.42343)"
532,532000,2,2020-04-27 08:11:19.000000,,"(51.2012,4.40224)"
533,533000,2,2023-09-07 19:19:19.000000,3815,"(51.2509,4.44231)"
534,534000,2,2020-05-13 19:09:34.000000,,"(51.2305,4.40769)"
535,535000,2,2020-04-05 18:16:55.000000,,"(51.2023,4.41208)"
536,536000,2,2020-12-15 19:13:38.000000,,"(51.1994,4.39013)"
537,537000,2,2020-02-14 20:09:29.000000,,"(51.2069,4.43013)"
538,538000,2,2019-10-24 17:53:11.000000,,"(51.2092,4.40293)"
539,539000,2,2019-09-21 09:40:21.000000,4545,"(51.2205,4.4692)"
540,540000,2,2020-07-15 01:07:05.000000,,"(51.219,4.40405)"
541,541000,2,2019-10-13 04:48:27.000000,,"(51.1968,4.39632)"
542,542000,2,2019-12-04 13:53:17.000000,,"(51.2165,4.39375)"
543,543000,2,2021-03-05 12:53:05.000000,,"(51.2204,4.37858)"
544,544000,2,2020-08-12 18:29:47.000000,,"(51.2177,4.42075)"
545,545000,2,2019-10-08 21:35:32.000000,,"(51.2216,4.40268)"
546,546000,2,2019-10-04 01:40:30.000000,,"(51.1984,4.4022)"
547,547000,2,2021-01-25 08:34:33.000000,,"(51.2281,4.409)"
548,548000,2,2019-12-16 23:28:58.000000,,"(51.2281,4.409)"
549,549000,2,2019-10-01 05:29:29.000000,,"(51.2251,4.41206)"
550,550000,2,2022-09-25 05:38:57.000000,,"(51.2099,4.42248)"
551,551000,2,2019-12-05 18:49:27.000000,,"(51.2177,4.42075)"
552,552000,2,2021-06-27 17:36:29.000000,,"(51.2177,4.42075)"
553,553000,2,2020-01-10 19:37:43.000000,,"(51.2311,4.41267)"
554,554000,2,2019-11-04 04:47:19.000000,,"(51.2241,4.43214)"
555,555000,2,2019-09-21 11:42:25.000000,,"(51.219,4.40405)"
556,556000,2,2019-09-30 05:21:56.000000,2150,"(51.211,4.40724)"
557,557000,2,2020-09-24 08:50:26.000000,,"(51.2182,4.41238)"
558,558000,2,2020-07-05 15:51:43.000000,,"(51.2008,4.39808)"
559,559000,2,2021-10-04 01:08:18.000000,,"(51.2058,4.41837)"
560,560000,2,2019-11-03 03:11:26.000000,,"(51.2165,4.39375)"
561,561000,2,2023-09-10 10:58:14.000000,6480,"(51.2402,4.40843)"
562,562000,2,2019-10-26 16:23:59.000000,,"(51.2032,4.42845)"
563,563000,2,2019-11-17 17:24:58.000000,,"(51.2186,4.43056)"
564,564000,2,2019-10-22 19:25:18.000000,,"(51.1968,4.39632)"
565,565000,2,2020-01-22 09:50:53.000000,,"(51.2045,4.40477)"
566,566000,2,2020-05-28 10:06:44.000000,,"(51.2187,4.40066)"
567,567000,2,2019-10-23 08:23:47.000000,,"(51.2165,4.39375)"
568,568000,2,2021-08-09 06:23:06.000000,,"(51.2187,4.40066)"
569,569000,2,2019-09-23 08:33:09.000000,1481,"(51.2165,4.39375)"
570,570000,2,2019-10-18 09:04:50.000000,,"(51.2174,4.42002)"
571,571000,2,2019-10-11 19:42:25.000000,,"(51.2092,4.40293)"
572,572000,2,2023-09-13 17:06:41.000000,6677,"(51.1721,4.33814)"
573,573000,2,2019-12-20 09:39:11.000000,,"(51.1968,4.40579)"
574,574000,2,2023-09-14 17:06:33.000000,7307,"(51.1755,4.33861)"
575,575000,2,2020-10-16 21:06:13.000000,,"(51.2047,4.39625)"
576,576000,2,2019-10-31 09:09:48.000000,2039,"(51.2088,4.40834)"
577,577000,2,2019-11-07 05:05:17.000000,,"(51.2058,4.41837)"
578,578000,2,2019-09-21 07:51:29.000000,3071,"(51.2318,4.42699)"
579,579000,2,2020-02-13 12:18:17.000000,,"(51.2211,4.39678)"
580,580000,2,2023-08-23 19:28:12.000000,6336,"(51.192,4.39835)"
581,581000,2,2023-09-13 13:36:57.000000,2448,"(51.2171,4.39924)"
582,582000,2,2019-12-16 02:27:50.000000,,"(51.2036,4.41518)"
583,583000,2,2021-05-27 03:46:38.000000,,"(51.219,4.40405)"
584,584000,2,2022-10-28 06:29:27.000000,,"(51.2177,4.42075)"
585,585000,2,2019-12-06 09:05:48.000000,,"(51.2216,4.4005)"
586,586000,2,2019-09-21 02:34:08.000000,2494,"(51.2183,4.41409)"
587,587000,2,2020-07-31 10:26:05.000000,,"(51.2182,4.41238)"
588,588000,2,2020-08-20 06:58:25.000000,,"(51.211,4.40724)"
589,589000,2,2019-10-26 11:17:28.000000,,"(51.1984,4.4022)"
590,590000,2,2021-01-02 14:06:13.000000,,"(51.2254,4.4184)"
591,591000,2,2019-09-29 00:59:15.000000,,"(51.2174,4.42002)"
592,592000,2,2019-10-01 11:12:10.000000,,"(51.2141,4.39792)"
593,593000,2,2019-11-04 12:14:06.000000,,"(51.2251,4.41206)"
594,594000,2,2020-08-19 07:30:58.000000,,"(51.2237,4.40297)"
595,595000,2,2020-01-15 17:21:32.000000,,"(51.2134,4.41328)"
596,596000,2,2020-02-23 08:17:25.000000,,"(51.2153,4.41198)"
597,597000,2,2019-12-31 09:06:51.000000,,"(51.2182,4.41238)"
598,598000,2,2019-10-27 20:37:52.000000,,"(51.2219,4.41289)"
599,599000,2,2019-11-07 00:03:52.000000,,"(51.2047,4.38766)"
600,600000,2,2019-12-19 15:10:56.000000,,"(51.2195,4.41169)"
601,601000,2,2020-11-18 21:58:35.000000,,"(51.2297,4.40572)"
602,602000,2,2020-02-07 16:11:12.000000,,"(51.2177,4.42075)"
603,603000,2,2019-12-16 03:42:35.000000,,"(51.226,4.42343)"
604,604000,2,2019-11-15 00:50:30.000000,,"(51.209,4.43266)"
605,605000,2,2023-09-13 20:36:36.000000,630,"(51.2216,4.4005)"
606,606000,2,2019-11-26 22:47:58.000000,,"(51.2058,4.39879)"
607,607000,2,2020-03-23 16:39:36.000000,,"(51.1968,4.39632)"
608,608000,2,2019-11-27 17:04:28.000000,,"(51.2046,4.41057)"
609,609000,2,2021-02-17 22:56:13.000000,,"(51.213,4.42176)"
610,610000,2,2020-02-13 20:59:02.000000,,"(51.2297,4.40572)"
611,611000,2,2023-09-10 19:20:22.000000,5544,"(51.1779,4.42308)"
612,612000,2,2021-07-04 07:04:48.000000,,"(51.2182,4.41238)"
613,613000,2,2020-02-07 10:56:49.000000,,"(51.2099,4.42248)"
614,614000,2,2019-12-24 08:11:10.000000,,"(51.2099,4.42248)"
615,615000,2,2023-09-04 20:58:26.000000,5130,"(51.1923,4.44875)"
616,616000,2,2020-07-12 23:28:49.000000,,"(51.2195,4.41169)"
617,617000,2,2019-09-21 09:40:08.000000,4549,"(51.2205,4.4692)"
618,618000,2,2019-10-01 06:03:50.000000,,"(51.2182,4.41238)"
619,619000,2,2019-10-03 08:29:59.000000,,"(51.2299,4.43167)"
620,620000,2,2019-11-13 09:14:08.000000,,"(51.2189,4.4012)"
621,621000,2,2023-09-12 17:01:38.000000,1764,"(51.201,4.43406)"
622,622000,2,2019-11-26 15:39:12.000000,,"(51.2177,4.42075)"
623,623000,2,2022-01-15 22:24:14.000000,,"(51.2177,4.42075)"
624,624000,2,2023-09-12 18:56:52.000000,6300,"(51.1906,4.38893)"
625,625000,2,2019-11-16 18:34:52.000000,,"(51.211,4.39035)"
626,626000,2,2020-01-07 02:51:23.000000,,"(51.2047,4.39625)"
627,627000,2,2020-01-17 22:53:44.000000,,"(51.2038,4.42077)"
628,628000,2,2023-09-05 12:48:48.000000,4716,"(51.2104,4.45252)"
629,629000,2,2021-09-15 01:30:52.000000,,"(51.1968,4.39632)"
630,630000,2,2020-02-13 22:53:39.000000,,"(51.1999,4.41879)"
631,631000,2,2019-12-21 20:41:40.000000,,"(51.2012,4.40224)"
632,632000,2,2020-08-09 07:37:33.000000,,"(51.2241,4.43214)"
633,633000,2,2020-04-09 20:49:53.000000,,"(51.1971,4.4103)"
634,634000,2,2020-01-30 20:55:52.000000,,"(51.206,4.39297)"
635,635000,2,2020-03-13 05:13:50.000000,,"(51.2217,4.42071)"
636,636000,2,2020-02-23 13:32:11.000000,,"(51.2069,4.43013)"
637,637000,2,2019-10-19 14:42:09.000000,3143,"(51.2123,4.40364)"
638,638000,2,2019-09-22 13:50:20.000000,,"(51.2164,4.40598)"
639,639000,2,2019-10-20 23:34:59.000000,,"(51.2221,4.41835)"
640,640000,2,2020-11-26 16:18:54.000000,,"(51.2177,4.42075)"
641,641000,2,2019-11-02 21:34:29.000000,,"(51.1984,4.4022)"
642,642000,2,2023-01-11 05:07:57.000000,,"(51.2179,4.41777)"
643,643000,2,2019-09-25 18:13:39.000000,,"(51.2281,4.409)"
644,644000,2,2019-09-21 00:49:21.000000,3324,"(51.1925,4.42158)"
645,645000,2,2023-09-09 10:56:22.000000,7003,"(51.2199,4.36992)"
646,646000,2,2019-10-17 21:21:14.000000,4053,"(51.2333,4.41391)"
647,647000,2,2019-09-21 01:33:16.000000,4311,"(51.2292,4.46201)"
648,648000,2,2019-11-11 01:22:32.000000,,"(51.2135,4.40496)"
649,649000,2,2019-12-03 19:30:51.000000,,"(51.206,4.39297)"
650,650000,2,2019-09-28 09:08:34.000000,,"(51.1968,4.39632)"
651,651000,2,2019-09-21 01:33:44.000000,4310,"(51.2292,4.46201)"
652,652000,2,2019-11-08 10:11:32.000000,,"(51.209,4.43266)"
653,653000,2,2020-02-23 21:41:34.000000,,"(51.2311,4.41267)"
654,654000,2,2020-06-05 02:30:54.000000,,"(51.2047,4.39625)"
655,655000,2,2019-10-22 07:18:30.000000,,"(51.2276,4.43921)"
656,656000,2,2020-01-30 20:55:43.000000,,"(51.206,4.39297)"
657,657000,2,2019-11-09 16:20:43.000000,,"(51.226,4.42343)"
658,658000,2,2020-07-09 15:23:15.000000,,"(51.2104,4.38767)"
659,659000,2,2021-03-11 03:54:52.000000,,"(51.2177,4.42075)"
660,660000,2,2019-10-05 01:33:06.000000,3227,"(51.2313,4.421)"
661,661000,2,2019-11-18 21:36:35.000000,,"(51.2008,4.39808)"
662,662000,2,2023-09-12 18:58:25.000000,4266,"(51.2298,4.45141)"
663,663000,2,2020-03-06 00:57:10.000000,,"(51.2125,4.40924)"
664,664000,2,2019-11-14 15:17:37.000000,,"(51.2125,4.40924)"
665,665000,2,2020-06-25 02:55:25.000000,,"(51.2187,4.40066)"
666,666000,2,2020-05-17 05:23:55.000000,,"(51.2237,4.40297)"
667,667000,2,2019-10-27 00:21:26.000000,,"(51.2038,4.42077)"
668,668000,2,2019-09-21 04:19:51.000000,4621,"(51.2176,4.48212)"
669,669000,2,2019-09-30 11:24:36.000000,2327,"(51.2142,4.4162)"
670,670000,2,2019-09-22 18:30:17.000000,,"(51.2221,4.40467)"
671,671000,2,2021-03-17 22:14:21.000000,,"(51.2023,4.41208)"
672,672000,2,2023-06-14 02:34:49.000000,,"(51.2047,4.39625)"
673,673000,2,2019-09-25 16:43:35.000000,,"(51.2099,4.42248)"
674,674000,2,2020-03-02 16:11:43.000000,,"(51.2182,4.40617)"
675,675000,2,2019-11-30 18:28:24.000000,,"(51.2237,4.40297)"
676,676000,2,2020-09-27 08:09:05.000000,,"(51.2282,4.41337)"
677,677000,2,2019-11-02 23:16:16.000000,,"(51.1971,4.4103)"
678,678000,2,2019-10-19 03:56:59.000000,,"(51.2237,4.40297)"
679,679000,3,2020-07-15 03:41:52.000000,,"(51.2189,4.4012)"
680,680000,3,2020-02-08 03:06:24.000000,,"(51.2032,4.42845)"
681,681000,3,2019-12-06 08:54:08.000000,,"(51.211,4.40724)"
682,682000,3,2023-09-05 22:05:13.000000,1818,"(51.2018,4.40607)"
683,683000,3,2021-03-13 03:40:51.000000,,"(51.2033,4.3889)"
684,684000,3,2020-08-20 16:19:12.000000,,"(51.211,4.40724)"
685,685000,3,2019-10-29 14:47:38.000000,,"(51.2195,4.41169)"
686,686000,3,2019-10-01 01:33:13.000000,1465,"(51.2134,4.41328)"
687,687000,3,2020-03-07 21:54:53.000000,,"(51.2104,4.38767)"
688,688000,3,2020-12-20 07:04:22.000000,,"(51.2187,4.40066)"
689,689000,3,2019-10-25 02:50:27.000000,,"(51.2104,4.38767)"
690,690000,3,2019-12-20 09:39:27.000000,,"(51.1968,4.40579)"
691,691000,3,2020-07-22 06:18:30.000000,,"(51.2297,4.40572)"
692,692000,3,2019-10-07 23:51:47.000000,,"(51.2299,4.43167)"
693,693000,3,2020-08-27 02:42:55.000000,,"(51.2069,4.43013)"
694,694000,3,2023-01-20 20:12:55.000000,,"(51.2311,4.41267)"
695,695000,3,2019-12-17 09:41:32.000000,,"(51.2125,4.40924)"
696,696000,3,2023-09-13 00:49:27.000000,5994,"(51.1777,4.35008)"
697,697000,3,2019-09-21 05:13:26.000000,3432,"(51.2033,4.3889)"
698,698000,3,2019-11-14 17:56:31.000000,,"(51.1968,4.39632)"
699,699000,3,2019-12-07 01:18:42.000000,,"(51.1931,4.408)"
700,700000,3,2019-09-30 20:02:31.000000,2655,"(51.2217,4.42071)"
701,701000,3,2020-07-25 08:24:11.000000,,"(51.2058,4.41837)"
702,702000,3,2019-12-06 00:08:31.000000,,"(51.2164,4.40598)"
703,703000,3,2019-10-28 22:45:54.000000,,"(51.219,4.40405)"
704,704000,3,2019-10-02 16:55:42.000000,,"(51.2078,4.39439)"
705,705000,3,2020-12-18 14:50:35.000000,,"(51.211,4.39035)"
706,706000,3,2020-03-11 01:58:59.000000,,"(51.2297,4.40572)"
707,707000,3,2019-11-10 08:40:55.000000,,"(51.2119,4.39894)"
708,708000,3,2020-06-06 05:37:37.000000,,"(51.2297,4.40572)"
709,709000,3,2019-10-05 19:09:30.000000,,"(51.2241,4.43214)"
710,710000,3,2022-05-11 03:28:48.000000,,"(51.2104,4.38767)"
711,711000,3,2023-09-02 22:23:56.000000,3114,"(51.2299,4.43167)"
712,712000,3,2019-12-09 23:23:50.000000,,"(51.2171,4.39924)"
713,713000,3,2020-05-13 19:09:07.000000,,"(51.2305,4.40769)"
714,714000,3,2019-10-17 07:14:16.000000,,"(51.2012,4.40224)"
715,715000,3,2023-08-14 15:40:23.000000,6101,"(51.1762,4.3677)"
716,716000,3,2020-01-12 20:06:10.000000,,"(51.2297,4.40572)"
717,717000,3,2020-01-07 15:48:24.000000,,"(51.2153,4.41198)"
718,718000,3,2023-09-14 02:36:39.000000,5292,"(51.183,4.43873)"
719,719000,3,2019-09-21 06:21:46.000000,5912,"(51.1832,4.36413)"
720,720000,3,2020-01-19 07:18:47.000000,,"(51.2187,4.40066)"
721,721000,3,2019-11-19 17:16:13.000000,,"(51.2219,4.41289)"
722,722000,3,2019-09-21 13:32:03.000000,,"(51.2046,4.41057)"
723,723000,3,2019-11-15 22:31:52.000000,,"(51.2045,4.40477)"
724,724000,3,2019-12-27 08:43:14.000000,,"(51.2078,4.39439)"
725,725000,3,2020-08-28 03:54:06.000000,,"(51.2333,4.41391)"
726,726000,3,2019-11-30 09:07:05.000000,,"(51.2104,4.38767)"
727,727000,3,2019-09-21 04:19:57.000000,4623,"(51.2176,4.48212)"
728,728000,3,2019-10-12 23:14:12.000000,,"(51.2182,4.41238)"
729,729000,3,2019-10-20 08:44:06.000000,,"(51.2023,4.41208)"
